Encuesta;Fecha;Mes;Pais de procedencia;Ciudad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo
3683;2019-10-30;Octubre;Estados Unidos;Washington;Extranjero;N/A;Norteamerica;Masculino;28;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;8;7-10 Noches
3684;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3685;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;57;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3686;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;48;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3687;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3688;2019-10-30;Octubre;Colombia;Pereira;Nacional;Centro;N/A;Femenino;29;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;4;4-6 Noches
3689;2019-10-30;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;37;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
3690;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;26;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3691;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3692;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3693;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;44;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3694;2019-10-30;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;20;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
3695;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;41;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3696;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3697;2019-10-30;Octubre;Colombia;Pasto;Nacional;Sur;N/A;Femenino;25;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;2;2-3 Noches
3698;2019-10-30;Octubre;Estados Unidos;Florida;Extranjero;N/A;Norteamerica;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;5;4-6 Noches
3699;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;32;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3700;2019-10-30;Octubre;Inglaterra;Londres;Extranjero;N/A;Europa;Masculino;56;Mas de 45 años;Recreacional o vacacional;N/A;Inglés;N/A;Vivienda familiar o amigos;N/A;Aéreo;30;Mas de 10 Noches
3701;2019-10-30;Octubre;Argentina;Buenos Aires;Extranjero;N/A;America latina;Masculino;32;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
3702;2019-10-30;Octubre;Colombia;Cartago;Nacional;Occidente;N/A;Femenino;67;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Terrestre público;1;1 Noche
3703;2019-10-30;Octubre;Francia;Etnies;Extranjero;N/A;Europa;Masculino;23;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
3704;2019-10-30;Octubre;México;Ciudad de México;Extranjero;N/A;Norteamerica;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Aéreo;4;4-6 Noches
3705;2019-10-30;Octubre;Alemania;Frankfurt;Extranjero;N/A;Europa;Femenino;31;21-45 años;Recreacional o vacacional;N/A;Alemán;N/A;Otros;N/A;Aéreo;4;4-6 Noches
3706;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;52;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3707;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3708;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3709;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3710;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3711;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;31;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3712;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;54;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3713;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;26;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3714;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;38;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3715;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;33;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3716;2019-10-30;Octubre;Colombia;Ibagué;Nacional;Centro;N/A;Femenino;66;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;8;7-10 Noches
3717;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;21;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3718;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;21;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3719;2019-10-30;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3720;2019-10-30;Octubre;Colombia;Cartagena;Nacional;Norte;N/A;Masculino;54;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
3721;2019-10-30;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;60;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3722;2019-10-30;Octubre;Inglaterra;Londres;Extranjero;N/A;Europa;Masculino;50;Mas de 45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;8;7-10 Noches
3723;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;37;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3724;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;24;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3725;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3726;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;21;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3727;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3728;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;22;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3729;2019-10-31;Octubre;Colombia;Armenia;Nacional;Centro;N/A;Femenino;42;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;N/A;N/A;N/A
3730;2019-10-31;Octubre;Colombia;Popayán;Nacional;Occidente;N/A;Femenino;41;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;N/A;N/A;N/A
3731;2019-10-31;Octubre;Colombia;Palmira;Nacional;Occidente;N/A;Masculino;22;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;N/A;N/A;N/A
3732;2019-10-31;Octubre;Colombia;Palmira;Nacional;Occidente;N/A;Femenino;25;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;N/A;N/A;N/A
3733;2019-10-31;Octubre;Colombia;Palmira;Nacional;Occidente;N/A;Femenino;24;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;N/A;N/A;N/A
3734;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;53;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3735;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3736;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;26;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3737;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;24;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3738;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;42;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3739;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3740;2019-10-31;Octubre;Colombia;Manizales;Nacional;Centro;N/A;Femenino;37;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;N/A;N/A;N/A
3741;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3742;2019-10-31;Octubre;Colombia;Pereira;Nacional;Centro;N/A;Masculino;74;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A
3743;2019-10-31;Octubre;Colombia;Pereira;Nacional;Centro;N/A;Femenino;49;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A
3744;2019-10-31;Octubre;Colombia;Pereira;Nacional;Centro;N/A;Femenino;67;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A
3745;2019-10-31;Octubre;Colombia;Medellín;Nacional;Centro;N/A;Masculino;36;21-45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;4;4-6 Noches
3746;2019-10-31;Octubre;Argentina;Tamdil;Extranjero;N/A;America latina;Masculino;36;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;8;7-10 Noches
3747;2019-10-31;Octubre;Colombia;Neiva;Nacional;Centro;N/A;Femenino;33;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;5;4-6 Noches
3748;2019-10-31;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;66;Mas de 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;N/A;N/A
3749;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;56;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3750;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3751;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;35;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3752;2019-10-31;Octubre;Colombia;Florida valle;Nacional;Occidente;N/A;Femenino;20;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;180;Mas de 10 Noches
3753;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;52;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3754;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;53;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3755;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3756;2019-10-31;Octubre;Estados Unidos;Florida;Extranjero;N/A;Norteamerica;Femenino;25;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;5;4-6 Noches
3757;2019-10-31;Octubre;Estados Unidos;Florida;Extranjero;N/A;Norteamerica;Masculino;28;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
3758;2019-10-31;Octubre;Colombia;Medellín;Nacional;Centro;N/A;Femenino;29;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;2;2-3 Noches
3759;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3760;2019-10-31;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;50;Mas de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3761;2019-10-31;Octubre;México;México DF;Extranjero;N/A;Norteamerica;Masculino;50;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;5;4-6 Noches
3762;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;59;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3763;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3764;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;42;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3765;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;36;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3766;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3767;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;48;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3768;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;56;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3769;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;29;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3770;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;28;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3771;2019-10-31;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;30;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
3772;2019-10-31;Octubre;Argentina;Buenos Aires;Extranjero;N/A;America latina;Femenino;44;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
3773;2019-10-31;Octubre;México;México DF;Extranjero;N/A;Norteamerica;Masculino;26;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;7;7-10 Noches
3774;2019-10-31;Octubre;Colombia;Popayán;Nacional;Occidente;N/A;Femenino;40;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Terrestre público;3;2-3 Noches
3775;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3776;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3777;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;32;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3778;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;28;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3779;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3780;2019-10-31;Octubre;Colombia;Palmira;Nacional;Occidente;N/A;Femenino;20;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre particular;1;1 Noche
3781;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;21;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3782;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;58;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3783;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;70;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3784;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;61;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3785;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;52;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3786;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3787;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;39;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3788;2019-10-31;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;25;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3789;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3790;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;49;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3791;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3792;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3793;2019-10-31;Octubre;Colombia;Armenia;Nacional;Centro;N/A;Masculino;20;0 - 20 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;3;2-3 Noches
3794;2019-10-31;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3795;2019-10-31;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;25;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3796;2019-11-01;Noviembre;Corea;Seúl;Extranjero;N/A;Asia;Masculino;40;21-45 años;Recreacional o vacacional;N/A;Otro;Coreano;Hostal;N/A;Aéreo;1;1 Noche
3797;2019-11-01;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;58;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3798;2019-11-01;Noviembre;Ecuador;Quito;Extranjero;N/A;America latina;Masculino;19;0 - 20 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;2;2-3 Noches
3799;2019-11-01;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;33;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3800;2019-11-01;Noviembre;Colombia;Melgar;Nacional;Centro;N/A;Masculino;18;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre particular;1;1 Noche
3801;2019-11-01;Noviembre;Colombia;Neiva;Nacional;Centro;N/A;Femenino;70;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;N/A;N/A
3802;2019-11-02;Noviembre;Perú;Lima;Extranjero;N/A;America latina;Femenino;56;Mas de 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;9;7-10 Noches
3803;2019-11-02;Noviembre;Perú;Lima;Extranjero;N/A;America latina;Femenino;32;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
3804;2019-11-02;Noviembre;Perú;Lima;Extranjero;N/A;America latina;Femenino;25;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
3805;2019-11-02;Noviembre;Perú;Lima;Extranjero;N/A;America latina;Femenino;38;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
3806;2019-11-02;Noviembre;Perú;Lima;Extranjero;N/A;America latina;Femenino;24;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
3807;2019-11-02;Noviembre;Perú;Lima;Extranjero;N/A;America latina;Femenino;35;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
3808;2019-11-02;Noviembre;Perú;Lima;Extranjero;N/A;America latina;Femenino;33;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
3809;2019-11-02;Noviembre;España;Murcia;Extranjero;N/A;Europa;Femenino;42;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3810;2019-11-02;Noviembre;Venezuela;Barquisimeto;Extranjero;N/A;America latina;Masculino;28;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;2;2-3 Noches
3811;2019-11-02;Noviembre;España;Burgos;Extranjero;N/A;Europa;Femenino;32;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
3812;2019-11-02;Noviembre;Ecuador;Santo Domingo;Extranjero;N/A;America latina;Femenino;29;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;2;2-3 Noches
3813;2019-11-02;Noviembre;España;Getafe;Extranjero;N/A;Europa;Femenino;33;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
3814;2019-11-02;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;32;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
3815;2019-11-02;Noviembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;35;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;3;2-3 Noches
3816;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;62;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3817;2019-11-02;Noviembre;Ecuador;Quito;Extranjero;N/A;America latina;Masculino;28;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;3;2-3 Noches
3818;2019-11-02;Noviembre;Ecuador;Quito;Extranjero;N/A;America latina;Masculino;24;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;3;2-3 Noches
3819;2019-11-02;Noviembre;Estados Unidos;Washington;Extranjero;N/A;Norteamerica;Masculino;72;Mas de 45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
3820;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;63;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3821;2019-11-02;Noviembre;Argentina;Buenos Aires;Extranjero;N/A;America latina;Masculino;37;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
3822;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3823;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;36;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3824;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;33;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3825;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Masculino;18;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
3826;2019-11-02;Noviembre;Colombia;Cali;Local;Occidente;N/A;Femenino;29;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
