Encuesta;Fecha;Mes;Pais de Procedencia;Cuidad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo de estancia;;;;;;;;;;
2168;2018-10-20;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;42;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2169;2018-10-20;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;62;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2170;2018-10-20;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;51;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2171;2018-10-20;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;74;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2172;2018-10-20;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;24;21 a 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
2173;2018-10-20;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;45;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2174;2018-10-20;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;62;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2175;2018-10-20;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;65;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2176;2018-10-20;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;60;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2177;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;52;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2178;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2179;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;32;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2180;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2181;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;71;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2182;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2183;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;24;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2184;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;23;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2185;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2186;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2187;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2188;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;49;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2189;2018-10-21;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;45;21 a 45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre particular;5;4-6 Noches;;;;;;;;;;
2190;2018-10-21;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;57;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre particular;10;7-10 Noches;;;;;;;;;;
2191;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2192;2018-10-21;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;29;21 a 45 años;Cultural;N/A;Español;N/A;Otros;N/A;Terrestre particular;N/A;N/A;;;;;;;;;;
2193;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2194;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;58;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2195;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;32;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2196;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;41;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2197;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;69;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2198;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;34;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2199;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;64;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2200;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;33;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2201;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;33;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2202;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2203;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;52;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2204;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;53;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2205;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2206;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;51;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2207;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;70;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2208;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;51;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2209;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2210;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2211;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;47;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2212;2018-10-21;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2213;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;46;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2214;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;62;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2215;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;38;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2216;2018-10-22;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;49;Más de 45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;4;4-6 Noches;;;;;;;;;;
2217;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;34;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2218;2018-10-22;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;58;Más de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;15;Mas de 10 Noches;;;;;;;;;;
2219;2018-10-22;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;29;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Terrestre público;1;1 Noche;;;;;;;;;;
2220;2018-10-22;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;35;21 a 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;5;4-6 Noches;;;;;;;;;;
2221;2018-10-22;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;65;Más de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;5;4-6 Noches;;;;;;;;;;
2222;2018-10-22;Octubre;Colombia;Buenaventura;Nacional;Occidente;N/A;Masculino;40;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Terrestre público;4;4-6 Noches;;;;;;;;;;
2223;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;47;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2224;2018-10-22;Octubre;Perú;Lima;Extranjero;N/A;America Latina;Masculino;39;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
2225;2018-10-22;Octubre;Brasil;Brasilia;Extranjero;N/A;America Latina;Masculino;58;Más de 45 años;Cultural;N/A;Portugués;N/A;Hotel;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
2226;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;64;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2227;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2228;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;64;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2229;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2230;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2231;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2232;2018-10-22;Octubre;Estados Unidos;Miami;Extranjero;N/A;Norteamerica;Masculino;48;Más de 45 años;Visita parientes o amigos;N/A;Inglés;N/A;Vivienda familiar o amigos;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
2233;2018-10-22;Octubre;Perú;Lima;Extranjero;N/A;America Latina;Masculino;55;Más de 45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;30;Mas de 10 Noches;;;;;;;;;;
2234;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;46;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2235;2018-10-22;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;59;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
2236;2018-10-22;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;45;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
2237;2018-10-22;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;43;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
2238;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;24;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2239;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;70;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2240;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;56;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2241;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;35;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2242;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2243;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;33;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2244;2018-10-22;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;65;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2245;2018-10-22;Octubre;Australia;Sidney;Extranjero;N/A;Oceania;Masculino;31;21 a 45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
2246;2018-10-22;Octubre;Estados Unidos;Nueva York;Extranjero;N/A;Norteamerica;Masculino;41;21 a 45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hotel;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
2247;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;33;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2248;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;71;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2249;2018-10-23;Octubre;Estados Unidos;Nueva York;Extranjero;N/A;Norteamerica;Masculino;67;Más de 45 años;Cultural;N/A;Inglés;N/A;Hotel;N/A;Aéreo;10;7-10 Noches;;;;;;;;;;
2250;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;54;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2251;2018-10-23;Octubre;Australia;Melbourne;Extranjero;N/A;Oceania;Masculino;43;21 a 45 años;Cultural;N/A;Inglés;N/A;Hostal;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
2252;2018-10-23;Octubre;España;Mérida;Extranjero;N/A;Europa;Masculino;56;Más de 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
2253;2018-10-23;Octubre;Brasil;Sao Paulo;Extranjero;N/A;America Latina;Masculino;40;21 a 45 años;Cultural;N/A;Portugués;N/A;Hostal;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
2254;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;46;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2255;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;24;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2256;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2257;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2258;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;60;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2259;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2260;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;47;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2261;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;35;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2262;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2263;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2264;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;35;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2265;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;52;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2266;2018-10-23;Octubre;Colombia;Patia;Nacional;Occidente;N/A;Femenino;30;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
2267;2018-10-23;Octubre;Alemania;Dresde;Extranjero;N/A;Europa;Masculino;28;21 a 45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
2268;2018-10-23;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;58;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
2269;2018-10-23;Octubre;Colombia;Pasto;Nacional;Sur;N/A;Masculino;39;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
2270;2018-10-23;Octubre;Alemania;Ingolstadf;Extranjero;N/A;Europa;Femenino;22;21 a 45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
2271;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;33;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2272;2018-10-23;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;44;21 a 45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
2273;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;42;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2274;2018-10-23;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;36;21 a 45 años;Otros;Información turistica;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2275;2018-10-24;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;62;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2276;2018-10-24;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;59;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2277;2018-10-24;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;35;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2278;2018-10-24;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2279;2018-10-24;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;21;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Otros;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
2280;2018-10-24;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;19;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;6;4-6 Noches;;;;;;;;;;
2281;2018-10-24;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;18;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;6;4-6 Noches;;;;;;;;;;
2282;2018-10-24;Octubre;Panamà;Ciudad de panama;Extranjero;N/A;America Latina;Masculino;56;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
2283;2018-10-24;Octubre;Colombia;Pasto;Nacional;Sur;N/A;Femenino;19;0 - 20 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;5;4-6 Noches;;;;;;;;;;
2284;2018-10-24;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2285;2018-10-24;Octubre;Colombia;Pasto;Nacional;Sur;N/A;Femenino;24;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;5;4-6 Noches;;;;;;;;;;
2286;2018-10-24;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;52;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2287;2018-10-24;Octubre;Costa Rica;San José;Extranjero;N/A;America Latina;Masculino;54;Más de 45 años;Salud;N/A;Español;N/A;Otros;N/A;Aéreo;10;7-10 Noches;;;;;;;;;;
