Encuesta;Fecha;Mes;Pais de Procedencia;Cuidad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo de estancia;;;;;;;;;;
955;2018-08-31;Agosto;Alemania;Berlin;Extranjero;N/A;Europa;Masculino;24;21 a 45 años;Cultural;N/A;Alemán;N/A;Vivienda familiar o amigos;N/A;Aéreo;60;Mas de 10 Noches;;;;;;;;;;
956;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;56;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
957;2018-08-31;Agosto;Perú;Lima;Extranjero;N/A;America Latina;Masculino;47;Más de 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
958;2018-08-31;Agosto;Colombia;Victoria;Nacional;Occidente;N/A;Masculino;44;21 a 45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;2;2-3 Noches;;;;;;;;;;
959;2018-08-31;Agosto;Colombia;Medellín;Nacional;Centro;N/A;Femenino;49;Más de 45 años;Cultural;N/A;Español;N/A;No responde;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
960;2018-08-31;Agosto;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;40;21 a 45 años;Cultural;N/A;Español;N/A;Otros;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
961;2018-08-31;Agosto;Colombia;Sogamoso ;Nacional;Centro;N/A;Femenino;36;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Terrestre público;2;2-3 Noches;;;;;;;;;;
962;2018-08-31;Agosto;Argentina;Formosa;Extranjero;N/A;America Latina;Masculino;33;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
963;2018-08-31;Agosto;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;21;21 a 45 años;Turismo rural;N/A;Español;N/A;Hostal;N/A;Terrestre público;4;4-6 Noches;;;;;;;;;;
964;2018-08-31;Agosto;España;Barcelona;Extranjero;N/A;Europa;Masculino;29;21 a 45 años;Turismo rural;N/A;Otro;Catalán;Hostal;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
965;2018-08-31;Agosto;España;Cádiz;Extranjero;N/A;Europa;Femenino;30;21 a 45 años;Turismo rural;N/A;Otro;Catalán;Hostal;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
966;2018-08-31;Agosto;Alemania;Núremberg;Extranjero;N/A;Europa;Masculino;20;0 - 20 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
967;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;68;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
968;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Femenino;56;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
969;2018-08-31;Agosto;Colombia;Pereira;Nacional;Centro;N/A;Femenino;17;0 - 20 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
970;2018-08-31;Agosto;Estados Unidos;New Yersey;Extranjero;N/A;Norteamerica;Masculino;71;Más de 45 años;Cultural;N/A;Inglés;N/A;Hotel;N/A;Aéreo;90;Mas de 10 Noches;;;;;;;;;;
971;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;58;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
972;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;54;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
973;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Femenino;47;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
974;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;67;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
975;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;82;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
976;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;56;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
977;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Femenino;62;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
978;2018-08-31;Agosto;Colombia;San Jose  G.;Nacional;Oriente;N/A;Masculino;47;Más de 45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;15;Mas de 10 Noches;;;;;;;;;;
979;2018-08-31;Agosto;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;60;Más de 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
980;2018-08-31;Agosto;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;65;Más de 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
981;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;69;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
982;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;63;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
983;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Femenino;29;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
984;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
985;2018-08-31;Agosto;Colombia;Cali;Local;Occidente;N/A;Femenino;43;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
986;2018-08-31;Agosto;Colombia;Pasto;Nacional;Sur;N/A;Femenino;35;21 a 45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;30;Mas de 10 Noches;;;;;;;;;;
987;2018-08-31;Agosto;Colombia;Pasto;Nacional;Sur;N/A;Femenino;37;21 a 45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;30;Mas de 10 Noches;;;;;;;;;;
988;2018-09-01;Septiembre;Colombia;Barranquilla;Nacional;Norte;N/A;Masculino;55;Más de 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Terrestre público;2;2-3 Noches;;;;;;;;;;
989;2018-09-01;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;38;21 a 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Terrestre público;1;1 Noche;;;;;;;;;;
990;2018-09-03;Septiembre;España;Valencia;Extranjero;N/A;Europa;Femenino;29;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
991;2018-09-03;Septiembre;Portugal;Porto;Extranjero;N/A;Europa;Femenino;22;21 a 45 años;Recreacional o vacacional;N/A;Portugués;N/A;Vivienda familiar o amigos;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
992;2018-09-03;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;70;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
993;2018-09-03;Septiembre;España;Madrid;Extranjero;N/A;Europa;Masculino;35;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
994;2018-09-03;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Femenino;34;21 a 45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
995;2018-09-03;Septiembre;España;Las Palmas de Gran Canaria;Extranjero;N/A;Europa;Masculino;36;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Aéreo;22;Mas de 10 Noches;;;;;;;;;;
996;2018-09-03;Septiembre;Argentina;Buenos Aires;Extranjero;N/A;America Latina;Femenino;52;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
997;2018-09-03;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;48;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
998;2018-09-03;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;22;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;No responde;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
999;2018-09-03;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Masculino;61;Más de 45 años;Recreacional o vacacional;N/A;Francés;N/A;Otros;N/A;Aéreo;35;Mas de 10 Noches;;;;;;;;;;
1000;2018-09-03;Septiembre;Colombia;Bucaramanga ;Nacional;Centro;N/A;Femenino;27;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
1001;2018-09-03;Septiembre;Venezuela;Puerto la Cruz;Extranjero;N/A;America Latina;Masculino;41;21 a 45 años;Negocios;N/A;Español;N/A;Vivienda turistica;N/A;Terrestre público;15;Mas de 10 Noches;;;;;;;;;;
1002;2018-09-03;Septiembre;Ecuador;RioBamba;Extranjero;N/A;America Latina;Masculino;43;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;7;7-10 Noches;;;;;;;;;;
1003;2018-09-03;Septiembre;Francia;Nantes;Extranjero;N/A;Europa;Masculino;26;21 a 45 años;Cultural;N/A;Francés;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
1004;2018-09-03;Septiembre;Ecuador;Quito;Extranjero;N/A;America Latina;Femenino;29;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
1005;2018-09-03;Septiembre;Colombia;Pereira;Nacional;Centro;N/A;Masculino;55;Más de 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Terrestre público;7;7-10 Noches;;;;;;;;;;
1006;2018-09-03;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;45;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1007;2018-09-04;Septiembre;Australia;Sidney;Extranjero;N/A;Oceania;Femenino;37;21 a 45 años;Cultural;N/A;Inglés;N/A;Hostal;N/A;Aéreo;30;Mas de 10 Noches;;;;;;;;;;
1008;2018-09-04;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;52;Más de 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Aéreo;20;Mas de 10 Noches;;;;;;;;;;
1009;2018-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;62;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1010;2018-09-04;Septiembre;España;Oviedo;Extranjero;N/A;Europa;Masculino;29;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
1011;2018-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;59;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1012;2018-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1013;2018-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;55;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1014;2018-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1015;2018-09-04;Septiembre;Argentina;Buenos Aires;Extranjero;N/A;America Latina;Femenino;29;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Aéreo;6;4-6 Noches;;;;;;;;;;
1016;2018-09-04;Septiembre;Colombia;Barranquilla;Nacional;Norte;N/A;Femenino;24;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;1;1 Noche;;;;;;;;;;
1017;2018-09-04;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;43;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
1018;2018-09-04;Septiembre;Holanda;Ámsterdam;Extranjero;N/A;Europa;Femenino;23;21 a 45 años;Turismo rural;N/A;Otro;Neerlandés;Hostal;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
1019;2018-09-04;Septiembre;Colombia;Pensilvania Cds;Nacional;Centro;N/A;Masculino;30;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Terrestre público;30;Mas de 10 Noches;;;;;;;;;;
1020;2018-09-04;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Femenino;23;21 a 45 años;Recreacional o vacacional;N/A;Francés;N/A;Hotel;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
1021;2018-09-04;Septiembre;Colombia;Valledupar;Nacional;Norte;N/A;Masculino;40;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches;;;;;;;;;;
1022;2018-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;62;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1023;2018-09-04;Septiembre;Colombia;Cartagena ;Nacional;Norte;N/A;Femenino;31;21 a 45 años;Turismo rural;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
1024;2018-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;37;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1025;2018-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;29;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1026;2018-09-04;Septiembre;Venezuela;San Fernado de Apure;Extranjero;N/A;America Latina;Masculino;29;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;N/A;N/A;N/A;;;;;;;;;;
1027;2018-09-04;Septiembre;Venezuela;San Fernado de Apure;Extranjero;N/A;America Latina;Femenino;25;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;N/A;N/A;N/A;;;;;;;;;;
1028;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;68;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1029;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;44;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1030;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;66;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1031;2018-09-05;Septiembre;México;Guadalajara;Extranjero;N/A;Norteamerica;Masculino;21;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
1032;2018-09-05;Septiembre;Argentina;Córdoba;Extranjero;N/A;America Latina;Masculino;48;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;6;4-6 Noches;;;;;;;;;;
1033;2018-09-05;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Femenino;61;Más de 45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
1034;2018-09-05;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Femenino;26;21 a 45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
1035;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;43;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1036;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;21;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1037;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;22;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1038;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1039;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1040;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;47;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1041;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;54;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1042;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1043;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;55;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1044;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;36;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1045;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1046;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1047;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;28;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1048;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;27;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1049;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;38;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1050;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;46;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1051;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;26;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1052;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1053;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1054;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1055;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;37;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1056;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;37;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1057;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;46;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1058;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;60;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1059;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;54;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1060;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1061;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;25;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1062;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;40;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1063;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;20;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1064;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;20;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1065;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1066;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1067;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1068;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1069;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;22;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1070;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1071;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1072;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;22;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1073;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1074;2018-09-05;Septiembre;Francia;St Etienne;Extranjero;N/A;Europa;Femenino;25;21 a 45 años;Cultural;N/A;Francés;N/A;Hostal;N/A;Aéreo;1;1 Noche;;;;;;;;;;
1075;2018-09-05;Septiembre;Argentina;Buenos Aires;Extranjero;N/A;America Latina;Femenino;31;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
1076;2018-09-05;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Masculino;27;21 a 45 años;Cultural;N/A;Francés;N/A;Hotel;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
1077;2018-09-05;Septiembre;México;Guadalajara;Extranjero;N/A;Norteamerica;Masculino;52;Más de 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
1078;2018-09-05;Septiembre;Colombia;Cartagena ;Nacional;Norte;N/A;Masculino;56;Más de 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Terrestre público;8;7-10 Noches;;;;;;;;;;
1079;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;42;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1080;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;61;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1081;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;52;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1082;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
1083;2018-09-05;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Masculino;29;21 a 45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;7;7-10 Noches;;;;;;;;;;
1084;2018-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;18;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
