Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedencia- Visitantes nacionales,Zona procedencia- Visitantes internacionales,Sexo,Edad,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Tiempo de estancia,Rango de Tiempo de estancia
910,11/08/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,masculino,26,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,No responde,N/A,N/A
911,11/08/2016,Agosto,Ecuador,No responde,Extranjero,N/A,America Latina,masculino,-,N/A,Cultural,N/A,Español,N/A,No responde,N/A,No responde,N/A,N/A
912,11/08/2016,Agosto,Colombia,No responde,No responde,N/A,N/A,masculino,-,N/A,Cultural,N/A,Español,N/A,No responde,N/A,No responde,N/A,N/A
913,11/08/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Femenino,54,Más de 45 años,Cultural,N/A,Francés,N/A,No responde,N/A,No responde,N/A,N/A
914,11/08/2016,Agosto,Colombia,No responde,No responde,N/A,N/A,Femenino,45,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,N/A,N/A
915,11/08/2016,Agosto,Perú,No responde,Extranjero,N/A,America Latina,Masculino,29,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
916,11/08/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,20,0 - 20 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
917,11/08/2016,Agosto,No responde,No responde,No responde,N/A,N/A,Masculino,20,0 - 20 años,Cultural,N/A,No responde,N/A,No responde,N/A,No responde,N/A,N/A
918,11/08/2016,Agosto,No responde,No responde,No responde,N/A,N/A,Masculino,21,21 - 45 años,Cultural,N/A,No responde,N/A,No responde,N/A,No responde,N/A,N/A
919,11/08/2016,Agosto,México,México,Extranjero,N/A,America Latina,Masculino,26,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
920,11/08/2016,Agosto,No responde,No responde,No responde,N/A,N/A,Masculino,22,21 - 45 años,Cultural,N/A,No responde,N/A,No responde,N/A,No responde,N/A,N/A
921,12/08/2016,Agosto,Argentina,Esquel,Extranjero,N/A,America Latina,Masculino,60,Más de 45 años,Cultural,N/A,Español,N/A,No responde,N/A,Aéreo,N/A,N/A
922,12/08/2016,Agosto,Argentina,Esquel,Extranjero,N/A,America Latina,Femenino,51,Más de 45 años,Cultural,N/A,Español,N/A,No responde,N/A,Aéreo,N/A,N/A
923,12/08/2016,Agosto,Argentina,Esquel,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,Aéreo,N/A,N/A
924,12/08/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,13,0 - 20 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
925,12/08/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,40,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,Terrestre particular,N/A,N/A
926,12/08/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,37,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,Terrestre particular,N/A,N/A
927,12/08/2016,Agosto,México,México,Extranjero,N/A,America Latina,Masculino,21,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,Terrestre público,N/A,N/A
928,12/08/2016,Agosto,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,26,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,Terrestre público,N/A,N/A
929,12/08/2016,Agosto,No responde,No responde,No responde,N/A,N/A,Masculino,36,21 - 45 años,Turismo rural,N/A,No responde,N/A,No responde,N/A,Terrestre público,N/A,N/A
930,12/08/2016,Agosto,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Femenino,43,21 - 45 años,Turismo rural,N/A,Portugues,N/A,No responde,N/A,Terrestre público,N/A,N/A
931,12/08/2016,Agosto,Suiza,No responde,Extranjero,N/A,Europa,Masculino,27,21 - 45 años,Turismo rural,N/A,Francés,N/A,No responde,N/A,Terrestre público,N/A,N/A
932,12/08/2016,Agosto,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,31,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,Terrestre público,N/A,N/A
933,12/08/2016,Agosto,España,Barcelona,Extranjero,N/A,Europa,Femenino,31,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
934,12/08/2016,Agosto,España,Barcelona,Extranjero,N/A,Europa,Masculino,40,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,Aéreo,N/A,N/A
935,12/08/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,36,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,N/A,N/A
936,12/08/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,28,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
937,12/08/2016,Agosto,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,41,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,Terrestre público,N/A,N/A
938,08/13/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,41,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
939,08/13/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,25,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
940,08/13/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,-,N/A,Turismo rural,N/A,Español,N/A,No responde,N/A,No responde,N/A,N/A
941,08/13/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,N/A,N/A
942,08/13/2016,Agosto,Bélgica,Gante,Extranjero,N/A,Europa,Femenino,35,21 - 45 años,Recreacional o vacacional,N/A,Otro,neerlandés,Hotel,N/A,No responde,N/A,N/A
943,08/13/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,40,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,No responde,N/A,N/A
944,08/13/2016,Agosto,México,México,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
945,08/13/2016,Agosto,México,México,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,N/A,N/A
946,08/13/2016,Agosto,México,México,Extranjero,N/A,America Latina,Femenino,29,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
947,08/13/2016,Agosto,Italia,Roma,Extranjero,N/A,Europa,Femenino,30,21 - 45 años,Cultural,N/A,Italiano,N/A,Hotel,N/A,Aéreo,N/A,N/A
948,08/14/2016,Agosto,Colombia,Medellín,Nacional,Centro,N/A,Masculino,35,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,N/A,N/A
949,08/14/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,28,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,N/A,N/A
950,08/14/2016,Agosto,México,No responde,Extranjero,N/A,America Latina,Femenino,26,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,N/A,N/A
951,08/14/2016,Agosto,Colombia,Medellín,Nacional,Centro,N/A,Femenino,30,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda turística,N/A,Aéreo,N/A,N/A
952,08/14/2016,Agosto,Colombia,Medellín,Nacional,Centro,N/A,masculino,33,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda turística,N/A,Aéreo,N/A,N/A
953,08/14/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,masculino,25,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
954,08/14/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,23,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
955,08/14/2016,Agosto,Colombia,Medellín,Nacional,Centro,N/A,Femenino,32,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
956,08/14/2016,Agosto,Colombia,Medellín,Nacional,Centro,N/A,Femenino,27,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
957,08/14/2016,Agosto,Brasil,No responde,Extranjero,N/A,America Latina,Femenino,30,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Aéreo,N/A,N/A
958,08/15/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Femenino,33,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hotel,N/A,Aéreo,N/A,N/A
959,08/15/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,masculino,41,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hotel,N/A,Aéreo,N/A,N/A
960,08/15/2016,Agosto,Alemania,No responde,Extranjero,N/A,Europa,Femenino,23,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,N/A,N/A
961,08/15/2016,Agosto,Alemania,No responde,Extranjero,N/A,Europa,masculino,42,21 - 45 años,Cultural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
962,08/15/2016,Agosto,Alemania,No responde,Extranjero,N/A,Europa,Femenino,32,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,N/A,N/A
963,08/15/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,24,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Aéreo,N/A,N/A
964,08/15/2016,Agosto,Perú,No responde,Extranjero,N/A,America Latina,Masculino,23,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,No responde,N/A,N/A
965,08/15/2016,Agosto,Italia,No responde,Extranjero,N/A,Europa,Masculino,33,21 - 45 años,Turismo rural,N/A,Italiano,N/A,No responde,N/A,No responde,N/A,N/A
966,08/15/2016,Agosto,Italia,No responde,Extranjero,N/A,Europa,Femenino,53,Más de 45 años,Turismo rural,N/A,Italiano,N/A,No responde,N/A,No responde,N/A,N/A
967,08/15/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,27,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,No responde,N/A,N/A
968,08/16/2016,Agosto,España,viana,Extranjero,N/A,Europa,Masculino,43,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
969,08/16/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,32,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
970,08/16/2016,Agosto,España,No responde,Extranjero,N/A,Europa,Femenino,52,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
971,08/16/2016,Agosto,Alemania,No responde,Extranjero,N/A,Europa,Masculino,24,21 - 45 años,Cultural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
972,08/16/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,29,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,N/A,N/A
973,08/16/2016,Agosto,Colombia,Medellín,Nacional,Centro,N/A,Masculino,62,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
974,08/16/2016,Agosto,España,Barcelona,Extranjero,N/A,Europa,Femenino,40,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
975,08/16/2016,Agosto,España,Barcelona,Extranjero,N/A,Europa,Masculino,52,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
976,08/16/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,38,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
977,08/16/2016,Agosto,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,N/A,N/A
978,08/16/2016,Agosto,No responde,No responde,No responde,N/A,N/A,Femenino,25,21 - 45 años,Recreacional o vacacional,N/A,No responde,N/A,Hostal,N/A,Aéreo,N/A,N/A
979,08/16/2016,Agosto,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,27,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
980,08/17/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,26,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Aéreo,N/A,N/A
981,08/17/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,25,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,N/A,N/A
982,08/17/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,25,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Aéreo,N/A,N/A
983,08/17/2016,Agosto,Italia,No responde,Extranjero,N/A,Europa,Femenino,29,21 - 45 años,Cultural,N/A,Italiano,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
984,08/17/2016,Agosto,Italia,No responde,Extranjero,N/A,Europa,Masculino,29,21 - 45 años,Turismo rural,N/A,Italiano,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
985,08/18/2016,Agosto,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,21,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
986,08/18/2016,Agosto,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
987,08/18/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,40,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
988,08/18/2016,Agosto,Inglaterra,Londres,Extranjero,N/A,Europa,Femenino,22,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,N/A,N/A
989,08/18/2016,Agosto,Inglaterra,Londres,Extranjero,N/A,Europa,Femenino,22,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,N/A,N/A
990,08/18/2016,Agosto,España,Valencia,Extranjero,N/A,Europa,Masculino,46,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,N/A,N/A
991,08/18/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,29,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,N/A,N/A
992,08/19/2016,Agosto,Australia,New Castle,Extranjero,N/A,Oceania,Femenino,23,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,N/A,N/A
993,08/19/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,23,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Aéreo,N/A,N/A
994,08/19/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,23,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Aéreo,N/A,N/A
995,08/19/2016,Agosto,Thailandia,Hay Yai,Extranjero,N/A,Asia,Masculino,46,Más de 45 años,Cultural,N/A,Otro,thailandes,Hostal,N/A,Aéreo,N/A,N/A
996,08/19/2016,Agosto,Estados Unidos,New york,Extranjero,N/A,Norteamerica,Masculino,46,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,N/A,N/A
997,08/19/2016,Agosto,España,Barcelona,Extranjero,N/A,Europa,Femenino,46,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,N/A,N/A
998,08/19/2016,Agosto,España,Barcelona,Extranjero,N/A,Europa,Masculino,47,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,N/A,N/A
999,08/19/2016,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,17,0 - 20 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1000,08/19/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,masculino,21,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
1001,08/19/2016,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,18,0 - 20 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1002,08/19/2016,Agosto,Colombia,Manizalez,Nacional,Centro,N/A,Femenino,30,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
1003,08/20/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Femenino,41,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hostal,N/A,Aéreo,N/A,N/A
1004,08/20/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Otros,apartemento,Aéreo,N/A,N/A
1005,08/20/2016,Agosto,Colombia,Cali,Local,Occidente,N/A,masculino,33,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1006,08/20/2016,Agosto,Colombia,Cali,Local,Occidente,N/A,masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1007,08/20/2016,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1008,08/20/2016,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,20,0 - 20 años,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1009,08/21/2016,Agosto,Alemania,No responde,Extranjero,N/A,Europa,masculino,28,21 - 45 años,Recreacional o vacacional,N/A,Alemán,N/A,Hostal,N/A,Aéreo,N/A,N/A
1010,08/21/2016,Agosto,Alemania,No responde,Extranjero,N/A,Europa,masculino,28,21 - 45 años,Recreacional o vacacional,N/A,Alemán,N/A,Hostal,N/A,Aéreo,N/A,N/A
1011,08/22/2016,Agosto,Colombia,Popayan,Nacional,Occidente,N/A,Femenino,38,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,N/A,N/A
1012,08/22/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,32,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,N/A,N/A
1013,08/22/2016,Agosto,Colombia,Putumayo,Nacional,Sur,N/A,Femenino,31,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
1014,08/22/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,23,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
1015,08/22/2016,Agosto,Francia,Reims,Extranjero,N/A,Europa,Femenino,22,21 - 45 años,Visita parientes o amigos,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
1016,08/22/2016,Agosto,Colombia,No responde,Nacional,N/A,N/A,Masculino,21,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
1017,08/22/2016,Agosto,Venezuela,No responde,Extranjero,N/A,America Latina,Femenino,27,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Hotel,N/A,Terrestre público,N/A,N/A
1018,08/22/2016,Agosto,México,No responde,Extranjero,N/A,America Latina,Femenino,25,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
1019,08/22/2016,Agosto,Australia,No responde,Extranjero,N/A,Oceania,Masculino,33,21 - 45 años,Salud y atención médica,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,N/A,N/A
1020,08/23/2016,Agosto,España,Valencia,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
1021,08/23/2016,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,50,Más de 45 años,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1022,08/23/2016,Agosto,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,29,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,N/A,N/A
1023,08/23/2016,Agosto,España,Sevilla,Extranjero,N/A,Europa,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,N/A,N/A
1024,08/23/2016,Agosto,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,N/A,N/A
1025,08/23/2016,Agosto,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,36,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,N/A,N/A
1026,08/23/2016,Agosto,Francia,Paris,Extranjero,N/A,Europa,Femenino,23,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,N/A,N/A
1027,08/24/2016,Agosto,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,37,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,N/A,N/A
1028,08/25/2016,Agosto,México,Xalapa,Extranjero,N/A,America Latina,Masculino,31,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
1029,08/25/2016,Agosto,México,guadalajara,Extranjero,N/A,America Latina,Femenino,31,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
1030,08/25/2016,Agosto,Colombia,Barranquilla,Nacional,Norte,N/A,Femenino,31,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
1031,08/25/2016,Agosto,España,No responde,Extranjero,N/A,Europa,Masculino,38,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
1032,08/27/2016,Agosto,Colombia,Medellín,Nacional,Centro,N/A,Femenino,42,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
1033,08/27/2016,Agosto,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,25,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
1034,08/27/2016,Agosto,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,23,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
1035,08/27/2016,Agosto,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,31,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
1036,08/27/2016,Agosto,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,35,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
1037,08/27/2016,Agosto,Israel,No responde,Extranjero,N/A,Asia,Masculino,23,21 - 45 años,Cultural,N/A,Otro,hebreo,Hostal,N/A,Aéreo,N/A,N/A
1038,08/28/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Femenino,52,Más de 45 años,Recreacional o vacacional,N/A,Francés,N/A,Vivienda turística,N/A,Aéreo,N/A,N/A
1039,08/28/2016,Agosto,España,Barcelona,Extranjero,N/A,Europa,Femenino,31,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
1040,08/28/2016,Agosto,Estados Unidos,New york,Extranjero,N/A,Norteamerica,Femenino,27,21 - 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hotel,N/A,Aéreo,N/A,N/A
1041,08/28/2016,Agosto,Estados Unidos,New york,Extranjero,N/A,Norteamerica,Masculino,33,21 - 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hotel,N/A,Aéreo,N/A,N/A
1042,08/28/2016,Agosto,Colombia,No responde,Nacional,N/A,N/A,Masculino,23,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,N/A,N/A
1043,08/28/2016,Agosto,Alemania,No responde,Extranjero,N/A,Europa,Femenino,23,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,N/A,N/A
1044,08/28/2016,Agosto,Alemania,No responde,Extranjero,N/A,Europa,Masculino,21,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,N/A,N/A
1045,08/29/2016,Agosto,Francia,No responde,Extranjero,N/A,Europa,Femenino,21,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
1046,08/29/2016,Agosto,Japon,No responde,Extranjero,N/A,Asia,Masculino,37,21 - 45 años,Recreacional o vacacional,N/A,Otro,japones,Hostal,N/A,Terrestre particular,N/A,N/A
1047,08/29/2016,Agosto,Suiza,No responde,Extranjero,N/A,Europa,Masculino,45,21 - 45 años,Recreacional o vacacional,N/A,Alemán,N/A,Hotel,N/A,Aéreo,N/A,N/A
1048,08/30/2016,Agosto,Alemania,No responde,Extranjero,N/A,Europa,Femenino,27,21 - 45 años,Cultural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
1049,08/30/2016,Agosto,Colombia,Cartagena,Nacional,Norte,N/A,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
1050,08/30/2016,Agosto,Colombia,Cartagena,Nacional,Norte,N/A,masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
1051,08/30/2016,Agosto,Colombia,Cali,Local,Occidente,N/A,masculino,36,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
1052,08/31/2016,Agosto,Colombia,Medellín,Nacional,Centro,N/A,Femenino,42,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,N/A,N/A
1053,08/31/2016,Agosto,Colombia,Valledupar,Nacional,Norte,N/A,Femenino,26,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
