Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedendia- Visitantes nacionales,Zona procedendia- Visitantes internacionales,Sexo,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Rango de Tiempo de estancia
149,03/09/2015,Marzo,argentina,santa fe,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
150,03/09/2015,Marzo,holanda,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Otro,holandes,Hostal,N/A,Terrestre público,2-3 Noches
151,03/09/2015,Marzo,Francia,nantes,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
152,03/09/2015,Marzo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,4-6 Noches
153,03/10/2015,Marzo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
154,03/10/2015,Marzo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
155,03/10/2015,Marzo,China,kun,Extranjero,N/A,Asia,Femenino,Más de 45 años,Cultural,N/A,Otro,mandarin,Hotel,N/A,Terrestre público,2-3 Noches
156,03/10/2015,Marzo,China,kun,Extranjero,N/A,Asia,Masculino,Más de 45 años,Cultural,N/A,Otro,mandarin,Hotel,N/A,Terrestre público,2-3 Noches
157,03/10/2015,Marzo,China,kun,Extranjero,N/A,Asia,Femenino,Más de 45 años,Cultural,N/A,Otro,mandarin,Hotel,N/A,Terrestre público,2-3 Noches
158,03/10/2015,Marzo,Dubai,irish,Extranjero,N/A,Asia,Femenino,Más de 45 años,Cultural,N/A,Otro,arabe,Hostal,N/A,Terrestre público,2-3 Noches
159,03/10/2015,Marzo,alemania,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,4-6 Noches
160,03/10/2015,Marzo,argentina,cordoba,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
161,03/10/2015,Marzo,uruguay,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
162,03/11/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
163,03/11/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
164,03/11/2015,Marzo,USA,Florida,Extranjero,N/A,Norteamerica,Masculino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,2-3 Noches
165,03/11/2015,Marzo,Colombia,No responde,Nacional,Blanco,N/A,Femenino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
166,03/11/2015,Marzo,Colombia,No responde,Nacional,Blanco,N/A,Femenino,21 - 45 años,Negocios,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A
167,03/11/2015,Marzo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
168,03/12/2015,Marzo,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
169,03/12/2015,Marzo,España,Madrid,Extranjero,N/A,Europa,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
170,03/12/2015,Marzo,España,Mallorca,Extranjero,N/A,Europa,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
171,03/12/2015,Marzo,España,Valladolid,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
172,03/12/2015,Marzo,Francia,Paris,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
173,03/12/2015,Marzo,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
174,03/12/2015,Marzo,Francia,Bordeaux,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Más de 10 noches
175,03/13/2015,Marzo,México,Xalapaver,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
176,03/13/2015,Marzo,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
177,03/13/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
178,03/13/2015,Marzo,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
179,03/13/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Otros,N/A,Español,N/A,Reside,N/A,Reside,Reside
180,03/14/2015,Marzo,Venezuela,Morrocoy,Extranjero,N/A,America Latina,Femenino,No responde,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
181,03/14/2015,Marzo,Reino Unido,Londres,Extranjero,N/A,Europa,Masculino,No responde,Turismo rural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,4-6 Noches
182,03/14/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta punto de información - Paquete turistico,Español,N/A,Reside,N/A,Reside,Reside
183,03/14/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Otros,Consulta punto de información - Paquete turistico,Español,N/A,Reside,N/A,Reside,Reside
184,03/14/2015,Marzo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,0 - 20 Años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
185,03/14/2015,Marzo,Colombia,Santander,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,7-10 Noches
186,03/16/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,0 - 20 Años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
187,03/16/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
188,03/16/2015,Marzo,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1 Noche
189,03/16/2015,Marzo,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1 Noche
190,03/18/2015,Marzo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
191,03/18/2015,Marzo,Colombia,Pasto,Nacional,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Otra,Batallón,Terrestre particular,Más de 10 noches
192,03/18/2015,Marzo,Alemania,Aalen,Extranjero,N/A,Europa,Femenino,0 - 20 Años,Cultural,N/A,Alemán,N/A,Vivienda turistica,N/A,Aéreo,2-3 Noches
193,03/18/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
194,03/18/2015,Marzo,Chile,No responde,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Otros,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
195,03/18/2015,Marzo,México,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
196,03/19/2015,Marzo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
197,03/19/2015,Marzo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
198,03/19/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
199,03/20/2015,Marzo,Canada,Toronto,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
200,03/20/2015,Marzo,Canada,Toronto,Extranjero,N/A,Norteamerica,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
201,03/20/2015,Marzo,Portugal,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Visita parientes o amigos,N/A,Portugues,N/A,Hostal,N/A,Terrestre público,4-6 Noches
202,03/21/2015,Marzo,Francia,Paris,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
203,03/21/2015,Marzo,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
204,03/24/2015,Marzo,Chile,Calama,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
205,03/24/2015,Marzo,Chile,Calama,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda turistica,N/A,Aéreo,4-6 Noches
206,03/25/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
207,03/25/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
208,03/25/2015,Marzo,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
209,03/25/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
210,03/25/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
211,03/25/2015,Marzo,Alemania,Berlin,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,2-3 Noches
212,03/25/2015,Marzo,Alemania,Berlin,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,2-3 Noches
213,03/26/2015,Marzo,Francia,Salines,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
214,03/26/2015,Marzo,España,Madrid,Extranjero,N/A,Europa,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
215,03/26/2015,Marzo,Polonia,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
216,03/27/2015,Marzo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,Reside
217,03/27/2015,Marzo,Colombia,Pasto,Nacional,Occidente,N/A,Masculino,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Hotel,N/A,No responde,4-6 Noches
218,03/27/2015,Marzo,Colombia,Pasto,Nacional,Occidente,N/A,Masculino,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Hotel,N/A,No responde,4-6 Noches
219,03/27/2015,Marzo,Colombia,Pasto,Nacional,Occidente,N/A,Masculino,0 - 20 Años,Visita parientes o amigos,N/A,Español,N/A,Hotel,N/A,No responde,4-6 Noches
220,03/27/2015,Marzo,Colombia,Pasto,Nacional,Occidente,N/A,Masculino,0 - 20 Años,Visita parientes o amigos,N/A,Español,N/A,Hotel,N/A,No responde,4-6 Noches
221,03/27/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,0 - 20 Años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
222,03/27/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,0 - 20 Años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
223,03/28/2015,Marzo,Brasil,Puerto Alegre,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Terrestre público,4-6 Noches
224,03/28/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Otros,Consulta Punto de Información - San cipriano,Español,N/A,Reside,N/A,Reside,Reside
225,03/28/2015,Marzo,Colombia,Ibague,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
226,03/28/2015,Marzo,Venezuela,Caracas,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
227,03/28/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta Punto de Información - San cipriano,Español,N/A,Reside,N/A,Reside,Reside
228,03/28/2015,Marzo,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
229,03/30/2015,Marzo,Colombia,Jamundi,Nacional,Occidente,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Reside
230,03/30/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
231,03/30/2015,Marzo,Chile,Viña del mar,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
232,03/30/2015,Marzo,Chile,Viña del mar,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
233,03/30/2015,Marzo,Colombia,Medellín,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
234,03/30/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Reside,N/A,Reside,Reside
235,03/30/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,0 - 20 Años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
236,03/30/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,0 - 20 Años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
237,03/30/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,0 - 20 Años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
238,03/31/2015,Marzo,uruguay,Montevideo,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
239,03/31/2015,Marzo,uruguay,Montevideo,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
240,03/31/2015,Marzo,uruguay,Montevideo,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
241,03/31/2015,Marzo,España,No responde,Extranjero,N/A,Europa,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
242,03/31/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
243,03/31/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,0 - 20 Años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
244,03/31/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
245,03/31/2015,Marzo,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
246,03/31/2015,Marzo,España,Huelva,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
247,04/01/2015,Abril,Colombia,Manizales,Nacional,Centro,N/A,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
248,04/01/2015,Abril,Colombia,Manizales,Nacional,Centro,N/A,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
249,04/01/2015,Abril,Colombia,Manizales,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
250,04/01/2015,Abril,Colombia,Manizales,Nacional,Centro,N/A,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
251,04/01/2015,Abril,Colombia,Bucaramanga,Nacional,Centro,N/A,Masculino,Más de 45 años,No responde,N/A,Español,N/A,No responde,N/A,No responde,N/A
252,04/01/2015,Abril,Colombia,Cali,Local,Occidente,N/A,Masculino,0 - 20 Años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
253,04/01/2015,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
254,04/01/2015,Abril,Colombia,Medellín,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
255,04/06/2015,Abril,Holanda,Amsterdam,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Otro,Holandés,Hostal,N/A,Terrestre público,4-6 Noches
256,04/06/2015,Abril,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7-10 Noches
257,04/06/2015,Abril,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7-10 Noches
258,04/07/2015,Abril,Francia,Annecy,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
259,04/07/2015,Abril,Francia,Annecy,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
260,04/07/2015,Abril,Ecuador,Portoviejo,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7-10 Noches
261,04/08/2015,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
262,04/08/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
263,04/08/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,0 - 20 Años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
264,04/08/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,0 - 20 Años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
265,04/08/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,0 - 20 Años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
266,04/08/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Masculino,0 - 20 Años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
267,04/08/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
268,04/08/2015,Abril,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Otro,Holandés,Hostal,N/A,Terrestre público,2-3 Noches
269,04/08/2015,Abril,Colombia,Medellín,Nacional,Centro,N/A,Masculino,Más de 45 años,No responde,N/A,Español,N/A,Vivienda familiar o amigos,N/A,No responde,2-3 Noches
270,04/08/2015,Abril,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Otros,Viaje por empleo,Español,N/A,Otra,Apartamento,Terrestre particular,Reside
271,04/09/2015,Abril,USA,New York,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
272,04/09/2015,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
273,04/09/2015,Abril,Francia,Steame,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,1 Noche
274,04/09/2015,Abril,Francia,Steame,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,1 Noche
275,04/09/2015,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Reside,N/A,Reside,Reside
276,04/09/2015,Abril,Argentina,Rosario,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7-10 Noches
277,04/10/2015,Abril,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
278,04/10/2015,Abril,Canada,No responde,Extranjero,N/A,Norteamerica,Femenino,Más de 45 años,Cultural,N/A,Francés,N/A,No responde,N/A,Aéreo,2-3 Noches
279,04/10/2015,Abril,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
280,04/10/2015,Abril,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
281,04/10/2015,Abril,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
282,04/10/2015,Abril,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,No responde,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
283,04/13/2015,Abril,Perú,Cuzco,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
284,04/13/2015,Abril,Suiza,Berna,Extranjero,N/A,Europa,Femenino,21 - 45 años,Educación y/o Formación,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,7-10 Noches
285,04/13/2015,Abril,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
286,04/13/2015,Abril,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
287,04/14/2015,Abril,Francia,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
288,04/14/2015,Abril,Colombia,Armenia,Nacional,Centro,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,No responde,Reside
289,04/14/2015,Abril,España,Girona,Extranjero,N/A,Europa,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
290,04/14/2015,Abril,España,Cataluña,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
291,04/14/2015,Abril,España,San Sebastian,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
292,04/14/2015,Abril,España,San Sebastian,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
293,04/15/2015,Abril,España,Madrid,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
294,04/15/2015,Abril,España,Madrid,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
295,04/15/2015,Abril,Alemania,Dortmund,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Aéreo,2-3 Noches
296,04/15/2015,Abril,Italia,Catania,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,2-3 Noches
297,04/15/2015,Abril,Italia,Omegna,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,2-3 Noches
298,04/16/2015,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Reside,N/A,Reside,Reside
299,04/16/2015,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Reside,N/A,Reside,Reside
