Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedendia- Visitantes nacionales,Zona procedendia- Visitantes internacionales,Sexo,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Rango de Tiempo de estancia
449,06/25/2015,Junio,Alemania,Riedlingen,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Aéreo,4-6 Noches
450,06/25/2015,Junio,Alemania,Riedlingen,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Aéreo,4-6 Noches
451,06/25/2015,Junio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
452,06/25/2015,Junio,Alemania,Brenac,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,4-6 Noches
453,06/26/2015,Junio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,No responde,N/A,Español,N/A,No responde,N/A,Aéreo,Más de 10 noches
455,06/26/2015,Junio,Francia,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
456,06/26/2015,Junio,Francia,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
457,06/26/2015,Junio,Noruega,Oslo,Extranjero,N/A,Europa,Masculino,21 - 45 años,Educación y/o Formación,N/A,Otro,Noruego,Otra,Air Bub,Terrestre público,2-3 Noches
458,06/26/2015,Junio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,No responde,N/A,Español,N/A,Reside,N/A,Reside,Reside
459,06/26/2015,Junio,Argentina,Ushuaia,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A
460,06/26/2015,Junio,Argentina,Ushuaia,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A
461,06/26/2015,Junio,Australia,Melbourne,Extranjero,N/A,Oceania,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Más de 10 noches
462,06/03/2015,Junio,España,Barcelona,Extranjero,N/A,Europa,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
463,06/03/2015,Junio,México,Ciudad de México,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Otra,N/A,Terrestre público,4-6 Noches
464,06/03/2015,Junio,México,Ciudad de México,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Otra,N/A,Terrestre público,4-6 Noches
465,06/03/2015,Junio,Alemania,Munich,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,2-3 Noches
466,07/01/2015,Julio,Trinidad y tobago,Puerto españa,Extranjero,N/A,Norteamerica,Masculino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,2-3 Noches
467,07/01/2015,Julio,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
468,07/01/2015,Julio,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
469,07/01/2015,Julio,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
470,07/02/2015,Julio,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,Terrestre público,1 Noche
471,07/02/2015,Julio,Ecuador,Guayaquil,Extranjero,N/A,America Latina,Femenino,0 - 20 Años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,1 Noche
472,07/02/2015,Julio,México,Puebla,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
473,07/02/2015,Julio,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
474,07/02/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,0 - 20 Años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7-10 Noches
475,07/02/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
476,07/03/2015,Julio,Argentina,Cordoba,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Más de 10 noches
477,07/03/2015,Julio,Colombia,Buga,Nacional,Occidente,N/A,Femenino,0 - 20 Años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Más de 10 noches
478,07/03/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Reside,N/A,Reside,Reside
479,07/03/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
480,07/03/2015,Julio,Francia,Bordeaux,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
481,07/03/2015,Julio,Francia,No responde,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
652,08/12/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
482,07/04/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
483,07/04/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
484,07/04/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
485,07/05/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
486,07/05/2015,Julio,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,7-10 Noches
487,07/05/2015,Julio,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,7-10 Noches
488,07/05/2015,Julio,Cataluña,Heida,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,2-3 Noches
489,07/05/2015,Julio,Cataluña,Heida,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,2-3 Noches
490,07/05/2015,Julio,Alemania,Basel,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Alemán,N/A,Vivienda turistica,N/A,Aéreo,4-6 Noches
491,07/05/2015,Julio,Canada,Quebec,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,4-6 Noches
492,07/05/2015,Julio,Canada,Montreal,Extranjero,N/A,Norteamerica,Femenino,21 - 45 años,Turismo rural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,4-6 Noches
493,07/07/2015,Julio,Colombia,Medellín,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
494,07/07/2015,Julio,Colombia,Medellín,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
495,07/07/2015,Julio,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,2-3 Noches
496,07/08/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
497,07/08/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
498,07/09/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
499,07/09/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
500,07/10/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
501,07/10/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Otros,Consulta Punto de Información - servicio de transporte,Español,N/A,Reside,N/A,Reside,Reside
502,07/10/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta Punto de Información - Información turistica,Español,N/A,Reside,N/A,Reside,Reside
503,07/10/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta Punto de Información - Información turistica,Español,N/A,Reside,N/A,Reside,Reside
504,07/10/2015,Julio,Colombia,Cartagena,Nacional,Norte,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,No responde,4-6 Noches
505,07/10/2015,Julio,Argentina,Salta,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
506,07/10/2015,Julio,Argentina,Salta,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
507,07/10/2015,Julio,Argentina,Mendoza,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
508,07/10/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7-10 Noches
509,07/10/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,7-10 Noches
653,08/12/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
510,07/13/2015,Julio,USA,Toronto,Extranjero,N/A,Norteamerica,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Otra,Apartamento,Aéreo,4-6 Noches
511,07/13/2015,Julio,Francia,Aix.en.Provence,Extranjero,N/A,Europa,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
512,07/14/2015,Julio,Colombia,Medellín,Nacional,Centro,N/A,Femenino,Más de 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,4-6 Noches
513,07/14/2015,Julio,Colombia,Medellín,Nacional,Centro,N/A,Femenino,Más de 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,4-6 Noches
514,07/14/2015,Julio,El Salvador,San Salvador,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,7-10 Noches
515,07/14/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Reside,N/A,Reside,Reside
516,07/14/2015,Julio,Holanda,Amsterdam,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Otro,Neerlandés,Hostal,N/A,Terrestre público,4-6 Noches
517,07/14/2015,Julio,Argentina,San Pedro,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
518,07/14/2015,Julio,México,Ciudad de México,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
519,07/14/2015,Julio,México,Ciudad de México,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
520,08/15/2015,Agosto,Canada,Montreal,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,4-6 Noches
521,08/15/2015,Agosto,España,Zaragoza,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,Más de 10 noches
522,08/15/2015,Agosto,España,Zaragoza,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,Más de 10 noches
523,07/16/2015,Julio,Perú,Trujillo,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,N/A
524,07/16/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
525,07/16/2015,Julio,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
526,07/16/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
527,07/16/2015,Julio,USA,Florida,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,2-3 Noches
528,07/16/2015,Julio,México,Oaxaca,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
529,07/17/2015,Julio,Holanda,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Otro,Neerlandés,Hotel,N/A,Aéreo,2-3 Noches
530,07/17/2015,Julio,Holanda,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Otro,Neerlandés,Hotel,N/A,Aéreo,2-3 Noches
531,07/18/2015,Julio,Francia,Paris,Extranjero,N/A,Europa,Masculino,0 - 20 Años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
532,07/18/2015,Julio,Colombia,Manizales,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,N/A
533,07/18/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
534,07/18/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
535,07/18/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
536,07/18/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
537,07/18/2015,Julio,Dinamarca,Veye,Extranjero,N/A,Europa,Femenino,No responde,No responde,N/A,Otro,Danes,Hotel,N/A,Aéreo,4-6 Noches
538,07/21/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta Punto de Información - Información turistica,Español,N/A,Reside,N/A,Reside,Reside
539,07/21/2015,Julio,USA,New York,Extranjero,N/A,Norteamerica,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
540,07/21/2015,Julio,Chile,Valparaiso,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
541,07/21/2015,Julio,Francia,Lille,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Otra,N/A,Terrestre público,1 Noche
542,07/21/2015,Julio,Australia,Sydney,Extranjero,N/A,Oceania,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,No responde,Más de 10 noches
543,07/21/2015,Julio,Venezuela,Caracas,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
544,07/21/2015,Julio,Venezuela,Caracas,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
545,07/21/2015,Julio,Ucrania,Londres,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
546,07/21/2015,Julio,México,Guadalajara,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
547,07/23/2015,Julio,Colombia,Medellín,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
548,07/23/2015,Julio,Colombia,Medellín,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
549,07/23/2015,Julio,Colombia,Medellín,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
550,07/23/2015,Julio,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Otra,N/A,Aéreo,N/A
551,07/23/2015,Julio,España,Madrid,Extranjero,N/A,Europa,Femenino,21 - 45 años,Negocios,N/A,Español,N/A,Vivienda turistica,N/A,Aéreo,Más de 10 noches
552,07/23/2015,Julio,USA,No responde,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Negocios,N/A,Inglés,N/A,Vivienda turistica,N/A,Aéreo,Más de 10 noches
553,07/24/2015,Julio,Israel,Herzliya,Extranjero,N/A,Asia,Femenino,21 - 45 años,Cultural,N/A,Otro,Hebreo,Hostal,N/A,Terrestre público,N/A
554,07/24/2015,Julio,Suiza,Appenzell,Extranjero,N/A,Europa,Masculino,0 - 20 Años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2-3 Noches
555,07/24/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta Punto de Información - Zona rual,Español,N/A,Reside,N/A,Reside,Reside
556,07/24/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Otros,Consulta Punto de Información - Zona rual,Español,N/A,Reside,N/A,Reside,Reside
557,07/24/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
558,07/24/2015,Julio,Ucrania,Portsmouth,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,No responde,N/A
559,07/24/2015,Julio,USA,New York,Extranjero,N/A,Norteamerica,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
560,07/24/2015,Julio,USA,Miami,Extranjero,N/A,Norteamerica,Masculino,No responde,Cultural,N/A,Inglés,N/A,No responde,N/A,No responde,N/A
561,07/24/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
562,07/24/2015,Julio,Colombia,Medellín,Nacional,Centro,N/A,Femenino,21 - 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,No responde,2-3 Noches
563,07/24/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
564,07/24/2015,Julio,Alemania,Amsterdam,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2-3 Noches
565,07/24/2015,Julio,Alemania,Leipzig,Extranjero,N/A,Europa,Femenino,21 - 45 años,Educación y/o Formación,N/A,Alemán,N/A,Hostal,N/A,No responde,Más de 10 noches
566,07/24/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Reside,N/A,Reside,Reside
567,07/27/2015,Julio,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
568,07/27/2015,Julio,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
569,07/27/2015,Julio,España,No responde,Extranjero,N/A,Europa,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,7-10 Noches
570,07/27/2015,Julio,Francia,Marsella,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre particular,2-3 Noches
571,07/27/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,No responde,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
572,07/27/2015,Julio,Israel,Haifa,Extranjero,N/A,Asia,Masculino,Más de 45 años,Turismo rural,N/A,Otro,Hebreo,Hotel,N/A,No responde,2-3 Noches
573,07/27/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
574,07/27/2015,Julio,Francia,No responde,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,No responde,Más de 10 noches
575,07/27/2015,Julio,Belgica,Kapellen,Extranjero,N/A,Europa,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Otro,Flamenco,Hotel,N/A,Terrestre público,Más de 10 noches
576,07/27/2015,Julio,España,Madrid,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A
577,07/27/2015,Julio,USA,New York,Extranjero,N/A,Norteamerica,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,N/A
578,07/27/2015,Julio,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1 Noche
579,07/27/2015,Julio,Francia,Paris,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,1 Noche
580,07/27/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
581,07/29/2015,Julio,México,Puebla,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,No responde,N/A
582,07/29/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
583,07/29/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
584,07/29/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
585,07/29/2015,Julio,Francia,Lyon,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
586,07/30/2015,Julio,Holanda,Amsterdam,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7-10 Noches
587,07/30/2015,Julio,Holanda,Amsterdam,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7-10 Noches
588,07/30/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
589,07/31/2015,Julio,Francia,Toulouse,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,2-3 Noches
590,07/31/2015,Julio,Francia,Besanzon,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
591,07/31/2015,Julio,Suiza,Berna,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Aéreo,2-3 Noches
592,07/31/2015,Julio,Alemania,Plaue,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,2-3 Noches
593,07/31/2015,Julio,Alemania,Rethem,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,4-6 Noches
594,07/31/2015,Julio,Francia,Nancy,Extranjero,N/A,Europa,Masculino,21 - 45 años,Educación y/o Formación,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
595,07/31/2015,Julio,Belgica,Molenbeek,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Otro,Neerlandés,Hostal,N/A,Terrestre público,2-3 Noches
596,07/31/2015,Julio,Francia,Toulouse,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Más de 10 noches
597,08/01/2015,Agosto,España,Barcelona,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
598,08/01/2015,Agosto,Inglaterra,Manchester,Extranjero,N/A,Europa,Masculino,21 - 45 años,Educación y/o Formación,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
599,08/01/2015,Agosto,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
